Date,price,Predictions
2023-03-25,27494.70703125,28370.78918424342
2023-03-26,27994.330078125,28418.270366466837
2023-03-27,27139.888671875,28274.90467320627
2023-03-28,27268.130859375,27508.24906710151
2023-03-29,28348.44140625,26842.881792685017
2023-03-30,28033.5625,26175.703530608094
2023-03-31,28478.484375,26481.31706548296
2023-04-01,28411.03515625,27267.310689249076
2023-04-02,28199.30859375,27864.4703399078
2023-04-03,27790.220703125,28240.179505216307
2023-04-04,28168.08984375,28376.17635213444
2023-04-05,28177.984375,28484.24652037176
2023-04-06,28044.140625,28106.63894041232
2023-04-07,27925.859375,28534.313043600065
2023-04-08,27947.794921875,28403.948992784368
2023-04-09,28333.05078125,28801.394173208042
2023-04-10,29652.98046875,28486.432195134345
2023-04-11,30235.05859375,29043.650200703065
2023-04-12,30139.052734375,29237.627795085078
2023-04-13,30399.06640625,30245.13435205177
2023-04-14,30485.69921875,31089.853934296058
2023-04-15,30318.49609375,31332.45550656307
2023-04-16,30315.35546875,31672.966981813894
2023-04-17,29445.044921875,31369.004151783534
2023-04-18,30397.552734375,31155.082795591676
2023-04-19,28822.6796875,30915.66398209799
2023-04-20,28245.98828125,30819.402702363674
2023-04-21,27276.91015625,30145.965084085707
2023-04-22,27817.5,29588.505613495596
2023-04-23,27591.384765625,28896.35653765488
2023-04-24,27525.33984375,28177.918998407782
2023-04-25,28307.59765625,27728.783650646452
2023-04-26,28422.701171875,27713.24454388197
2023-04-27,29473.787109375,27692.386961861863
2023-04-28,29340.26171875,28531.663173149806
2023-04-29,29248.48828125,28968.404704209766
2023-04-30,29268.806640625,29488.813865181524
2023-05-01,28091.568359375,29864.695802876027
2023-05-02,28680.537109375,30081.895671211765
2023-05-03,29006.30859375,29681.66115347203
2023-05-04,28847.7109375,29881.34648137691
2023-05-05,29534.384765625,29842.495592073188
2023-05-06,28904.623046875,30206.79761671601
2023-05-07,28454.978515625,30334.613795237034
2023-05-08,27694.2734375,30172.857210045564
2023-05-09,27658.775390625,30124.545471412363
2023-05-10,27621.755859375,29306.32667526568
2023-05-11,27000.7890625,29355.02767216612
2023-05-12,26804.990234375,28270.40010160033
2023-05-13,26784.078125,27780.375983018545
2023-05-14,26930.638671875,27255.33943633514
2023-05-15,27192.693359375,27113.674406199367
2023-05-16,27036.650390625,27533.034618909238
2023-05-17,27398.802734375,27235.995173888747
2023-05-18,26832.208984375,27296.80897216394
2023-05-19,26890.12890625,27279.392266698647
2023-05-20,27129.5859375,27254.62544924603
2023-05-21,26753.826171875,26981.0580695807
2023-05-22,26851.27734375,26721.006486328202
2023-05-23,27225.7265625,26610.871375838993
2023-05-24,26334.818359375,27036.30568279384
2023-05-25,26476.20703125,27211.811203039484
2023-05-26,26719.291015625,27396.504883668036
2023-05-27,26868.353515625,27152.471174032777
2023-05-28,28085.646484375,27329.20483533549
2023-05-29,27745.884765625,27845.81092222035
2023-05-30,27702.349609375,27872.365829788265
2023-05-31,27219.658203125,28022.33226083184
2023-06-01,26819.97265625,28032.592442645924
2023-06-02,27249.58984375,27839.68062491005
2023-06-03,27075.12890625,27602.27887698298
2023-06-04,27119.06640625,27182.841645257664
2023-06-05,25760.09765625,27293.576255110325
2023-06-06,27238.783203125,26848.348061186494
2023-06-07,26345.998046875,26894.927912769723
2023-06-08,26508.216796875,26569.341473754845
2023-06-09,26480.375,26301.49848037248
2023-06-10,25851.240234375,26490.81122033263
2023-06-11,25940.16796875,26184.021584275994
2023-06-12,25902.5,26285.747050916776
2023-06-13,25918.728515625,25817.040546852746
2023-06-14,25124.67578125,25645.877233802108
2023-06-15,25576.39453125,25296.849953357247
2023-06-16,26327.462890625,25552.38239383872
2023-06-17,26510.67578125,25510.338337786612
2023-06-18,26336.212890625,25934.11569511192
2023-06-19,26851.029296875,26197.71223466983
2023-06-20,28327.48828125,26514.38320224837
2023-06-21,30027.296875,27187.339972078567
2023-06-22,29912.28125,28137.848294427036
2023-06-23,30695.46875,29086.76003340131
2023-06-24,30548.6953125,29582.08597447863
2023-06-25,30480.26171875,30894.38383629045
2023-06-26,30271.130859375,30985.78667326679
2023-06-27,30688.1640625,31187.709715809557
2023-06-28,30086.24609375,30822.585461137
2023-06-29,30445.3515625,30688.04573072726
2023-06-30,30477.251953125,31080.705324218376
2023-07-01,30590.078125,30851.90889007086
2023-07-02,30620.76953125,30603.156204543426
2023-07-03,31156.439453125,30277.40323792759
2023-07-04,30777.58203125,30473.603975782404
2023-07-05,30514.166015625,30466.332964405534
2023-07-06,29909.337890625,30560.400242997217
2023-07-07,30342.265625,30011.51486226148
2023-07-08,30292.541015625,29737.11900778138
2023-07-09,30171.234375,29844.722898736014
2023-07-10,30414.470703125,29995.69474017038
2023-07-11,30620.951171875,30000.299228336895
2023-07-12,30391.646484375,30325.402737308992
2023-07-13,31476.048828125,30785.795350895147
2023-07-14,30334.068359375,31254.657974585076
2023-07-15,30295.806640625,31140.299307816545
2023-07-16,30249.1328125,31027.751628708444
2023-07-17,30145.888671875,30915.576555107487
2023-07-18,29856.5625,30918.274302243022
2023-07-19,29913.923828125,30815.26032828982
2023-07-20,29792.015625,30522.23419845244
2023-07-21,29908.744140625,30402.621585873654
2023-07-22,29771.802734375,30747.79791554634
2023-07-23,30084.5390625,30685.46871610242
2023-07-24,29176.916015625,30659.77975205949
2023-07-25,29227.390625,30359.01217037253
2023-07-26,29354.97265625,30198.854250150267
2023-07-27,29210.689453125,30081.98309820227
2023-07-28,29319.24609375,29417.92098385829
2023-07-29,29356.91796875,29485.70812542364
2023-07-30,29275.30859375,29202.378065152094
2023-07-31,29230.111328125,29735.093615834718
2023-08-01,29675.732421875,29846.98351091903
2023-08-02,29151.958984375,29810.566006184323
2023-08-03,29178.6796875,29739.415007079602
2023-08-04,29074.091796875,29990.80299189221
2023-08-05,29042.126953125,29999.306307516177
2023-08-06,29041.85546875,29761.484077396686
2023-08-07,29180.578125,29761.42579273635
2023-08-08,29765.4921875,29580.916118081892
2023-08-09,29561.494140625,30062.332841289113
2023-08-10,29429.591796875,30242.940350909135
2023-08-11,29397.71484375,30205.817185465363
2023-08-12,29415.96484375,30139.926376955933
2023-08-13,29282.9140625,30124.697427848238
2023-08-14,29408.443359375,30120.08045011165
2023-08-15,29170.34765625,29981.995763396495
2023-08-16,28701.779296875,29778.70303133584
2023-08-17,26664.55078125,29489.592381716007
2023-08-18,26049.556640625,29115.050991209224
2023-08-19,26096.205078125,28196.443112419453
2023-08-20,26189.583984375,27315.449655496283
2023-08-21,26124.140625,26384.402164914878
2023-08-22,26031.65625,26045.797430695035
2023-08-23,26431.640625,25723.427055973676
2023-08-24,26162.373046875,25851.266132039833
2023-08-25,26047.66796875,25879.155342010432
2023-08-26,26008.462890625,25784.467748105177
2023-08-27,26089.693359375,25670.945882531465
2023-08-28,26106.150390625,25834.040933315642
2023-08-29,27727.392578125,26056.671683037654
2023-08-30,27297.265625,26272.741245281883
2023-08-31,25931.47265625,26531.558442692272
2023-09-01,25800.724609375,26740.352830369608
2023-09-02,25868.798828125,26919.247187294764
2023-09-03,25969.56640625,26763.400250342325
2023-09-04,25812.416015625,26909.255531237228
2023-09-05,25779.982421875,26490.30747433973
2023-09-06,25753.236328125,26169.827187889256
2023-09-07,26240.1953125,26065.999310286366
2023-09-08,25905.654296875,26174.34633066028
2023-09-09,25895.677734375,25857.198677823995
2023-09-10,25832.2265625,25758.934903688147
2023-09-11,25162.654296875,25969.240529344184
2023-09-12,25833.34375,25893.5807954435
2023-09-13,26228.32421875,25745.27547721949
2023-09-14,26539.673828125,25289.052298442344
2023-09-15,26608.693359375,25495.388322410523
2023-09-16,26568.28125,25866.730301383883
2023-09-17,26534.1875,26379.042057759012
2023-09-18,26754.28125,26609.766048887628
2023-09-19,27211.1171875,26564.86396288406
2023-09-20,27132.0078125,26725.54228185932
2023-09-21,26567.6328125,26972.14259814436
2023-09-22,26579.568359375,27032.33399951097
2023-09-23,26579.390625,26904.82589705172
2023-09-24,26256.826171875,26828.47923679708
2023-09-25,26298.48046875,26851.0062580168
2023-09-26,26217.25,26898.175200988422
2023-09-27,26352.716796875,26469.978617452667
2023-09-28,27021.546875,26405.79888004309
2023-09-29,26911.720703125,26635.738109852187
2023-09-30,26967.916015625,26523.9918448237
2023-10-01,27983.75,26742.98396646476
2023-10-02,27530.78515625,26850.51083840395
2023-10-03,27429.978515625,27029.707026605844
2023-10-04,27799.39453125,27381.890005088877
2023-10-05,27415.912109375,27407.959901019
2023-10-06,27946.59765625,27351.263497677515
2023-10-07,27968.83984375,27678.71088263311
2023-10-08,27935.08984375,27855.760946377646
2023-10-09,27583.677734375,27928.43359143613
2023-10-10,27391.01953125,28186.02681097947
