Date,price,Predictions
2024-07-01 22:00:00+00:00,57087.01953125,58010.36076317611
2024-07-01 23:00:00+00:00,57343.9296875,57578.44697982608
2024-07-02 00:00:00+00:00,57178.76953125,57707.09334717668
2024-07-02 01:00:00+00:00,55994.515625,57798.44537557638
2024-07-02 02:00:00+00:00,55213.265625,57625.72028255393
2024-07-02 03:00:00+00:00,53933.0390625,57410.311123119434
2024-07-02 04:00:00+00:00,54712.5546875,57124.033432503464
2024-07-02 05:00:00+00:00,54260.15625,57206.97212483105
2024-07-02 06:00:00+00:00,54373.44140625,57072.03158583795
2024-07-02 07:00:00+00:00,54146.3828125,57049.39093120233
2024-07-02 08:00:00+00:00,54506.203125,56983.07100494695
2024-07-02 09:00:00+00:00,54953.890625,57052.362035614904
2024-07-02 10:00:00+00:00,55450.6640625,57184.512464567786
2024-07-02 11:00:00+00:00,55089.0546875,57282.485826449236
2024-07-02 12:00:00+00:00,55817.203125,57194.667145913234
2024-07-02 13:00:00+00:00,55735.9609375,57366.79068329581
2024-07-02 14:00:00+00:00,56583.421875,57277.22801908455
2024-07-02 15:00:00+00:00,56446.21484375,57436.175377232255
2024-07-02 16:00:00+00:00,56519.234375,57450.075006276136
2024-07-02 17:00:00+00:00,56570.2265625,57541.7906064617
2024-07-02 18:00:00+00:00,56523.53515625,57556.66591653903
2024-07-02 19:00:00+00:00,56355.9765625,57385.82147641177
2024-07-02 20:00:00+00:00,56562.69921875,57242.6449019562
2024-07-02 21:00:00+00:00,56608.35546875,57153.3561038652
2024-07-02 22:00:00+00:00,56686.45703125,57144.828788829735
2024-07-02 23:00:00+00:00,56609.33984375,57185.25860463339
2024-07-03 00:00:00+00:00,56263.96875,57172.131499674404
2024-07-03 01:00:00+00:00,56422.83984375,57115.20270124613
2024-07-03 02:00:00+00:00,56400.8671875,57357.80692472658
2024-07-03 03:00:00+00:00,56087.390625,57457.18549947557
2024-07-03 04:00:00+00:00,56373.7109375,57425.0471255749
2024-07-03 05:00:00+00:00,56442.57421875,57526.48840295221
2024-07-03 06:00:00+00:00,56589.13671875,57548.19189722254
2024-07-03 07:00:00+00:00,56561.66796875,57661.525507455925
2024-07-03 08:00:00+00:00,56723.9921875,57910.116792594315
2024-07-03 09:00:00+00:00,56793.5,58324.97225211072
2024-07-03 10:00:00+00:00,56747.2265625,58661.99353551213
2024-07-03 11:00:00+00:00,56740.375,58863.47351580113
2024-07-03 12:00:00+00:00,56966.72265625,59032.651013589464
2024-07-03 13:00:00+00:00,57074.30078125,59251.02415375132
2024-07-03 14:00:00+00:00,57321.34765625,59364.85642194934
2024-07-03 15:00:00+00:00,57833.93359375,59566.071506684646
2024-07-03 16:00:00+00:00,57950.546875,60031.77160978038
2024-07-03 17:00:00+00:00,57810.8046875,60446.51256265305
2024-07-03 18:00:00+00:00,57872.51171875,60558.164455496706
2024-07-03 19:00:00+00:00,58002.8828125,60501.53274112567
2024-07-03 20:00:00+00:00,57897.7265625,60619.382767781615
2024-07-03 21:00:00+00:00,58102.40234375,60845.779815890826
2024-07-03 22:00:00+00:00,58269.2578125,61313.783771551214
2024-07-03 23:00:00+00:00,57962.42578125,61794.96179572493
2024-07-04 00:00:00+00:00,58119.96875,61974.72983885743
2024-07-04 01:00:00+00:00,58347.78125,62415.29335909244
2024-07-04 02:00:00+00:00,57951.98046875,62894.15170028992
2024-07-04 03:00:00+00:00,57616.19921875,62924.43316691276
2024-07-04 04:00:00+00:00,57653.76171875,62865.87858521566
2024-07-04 05:00:00+00:00,57646.265625,62989.73150394112
2024-07-04 06:00:00+00:00,57360.0703125,63117.32356588077
2024-07-04 07:00:00+00:00,57622.578125,62980.89813428186
2024-07-04 08:00:00+00:00,57711.875,63158.85728905164
2024-07-04 09:00:00+00:00,57517.89453125,63087.39986655954
2024-07-04 10:00:00+00:00,57452.21484375,62621.339885440655
2024-07-04 11:00:00+00:00,57324.41796875,62082.212001292035
2024-07-04 12:00:00+00:00,56855.37109375,61528.677387248725
2024-07-04 13:00:00+00:00,56763.92578125,60881.824607688
2024-07-04 14:00:00+00:00,56847.10546875,60565.89813923184
2024-07-04 15:00:00+00:00,57052.79296875,60394.76716865506
2024-07-04 16:00:00+00:00,57207.57421875,60290.99776541535
2024-07-04 17:00:00+00:00,57164.6953125,60155.4841655232
2024-07-04 18:00:00+00:00,57139.99609375,60006.72367722448
2024-07-04 19:00:00+00:00,57286.76171875,59927.54417996574
2024-07-04 20:00:00+00:00,56584.56640625,60200.9047824163
2024-07-04 21:00:00+00:00,56420.73828125,60157.2191786319
2024-07-04 22:00:00+00:00,55938.9765625,60243.593070271425
2024-07-04 23:00:00+00:00,55236.2734375,59930.25012498442
2024-07-05 00:00:00+00:00,54917.9609375,59541.390839677304
2024-07-05 01:00:00+00:00,55406.4140625,59388.111296554096
2024-07-05 02:00:00+00:00,55173.7265625,59782.15345861111
2024-07-05 03:00:00+00:00,55520.46875,59941.1984376302
2024-07-05 04:00:00+00:00,55526.7265625,60404.50920393877
2024-07-05 05:00:00+00:00,55624.515625,60539.18484737817
2024-07-05 06:00:00+00:00,55861.8828125,60456.6113098776
2024-07-05 07:00:00+00:00,57704.4296875,60439.95349545684
2024-07-05 08:00:00+00:00,57459.3203125,61360.22492231056
2024-07-05 09:00:00+00:00,56758.93359375,61172.95009800885
2024-07-05 10:00:00+00:00,57087.4765625,60713.3995821299
2024-07-05 11:00:00+00:00,57160.5703125,60710.06464209128
2024-07-05 12:00:00+00:00,57172.28125,60622.39371206332
