Date,price,Predictions
2024-07-01 22:00:00+00:00,58005.1171875,60067.17579758912
2024-07-01 23:00:00+00:00,57087.01953125,60116.32025496522
2024-07-02 00:00:00+00:00,57343.9296875,59784.008782847784
2024-07-02 01:00:00+00:00,57178.76953125,59675.69024700159
2024-07-02 02:00:00+00:00,55994.515625,59512.34361747699
2024-07-02 03:00:00+00:00,55213.265625,59261.053247164935
2024-07-02 04:00:00+00:00,53933.0390625,59120.92244389653
2024-07-02 05:00:00+00:00,54712.5546875,58820.1884214296
2024-07-02 06:00:00+00:00,54260.15625,58835.615157510154
2024-07-02 07:00:00+00:00,54373.44140625,58606.186057903804
2024-07-02 08:00:00+00:00,54146.3828125,58543.1467206073
2024-07-02 09:00:00+00:00,54506.203125,58461.43119141413
2024-07-02 10:00:00+00:00,54953.890625,58470.15110979043
2024-07-02 11:00:00+00:00,55450.6640625,58401.888792034704
2024-07-02 12:00:00+00:00,55089.0546875,58234.04104881873
2024-07-02 13:00:00+00:00,55817.203125,57924.893690279685
2024-07-02 14:00:00+00:00,55735.9609375,57945.47533604968
2024-07-02 15:00:00+00:00,56583.421875,57927.87191837747
2024-07-02 16:00:00+00:00,56446.21484375,58248.27839330956
2024-07-02 17:00:00+00:00,56519.234375,58452.75190442754
2024-07-02 18:00:00+00:00,56570.2265625,58597.96849125484
2024-07-02 19:00:00+00:00,56523.53515625,58731.98347885115
2024-07-02 20:00:00+00:00,56355.9765625,58648.22318816278
2024-07-02 21:00:00+00:00,56562.69921875,58654.425543418154
2024-07-02 22:00:00+00:00,56608.35546875,58727.93669797201
2024-07-02 23:00:00+00:00,56686.45703125,58778.091135606635
2024-07-03 00:00:00+00:00,56609.33984375,58741.08174406411
2024-07-03 01:00:00+00:00,56263.96875,58654.78805984324
2024-07-03 02:00:00+00:00,56422.83984375,58528.56005170103
2024-07-03 03:00:00+00:00,56400.8671875,58622.37318142038
2024-07-03 04:00:00+00:00,56087.390625,58703.861280367244
2024-07-03 05:00:00+00:00,56373.7109375,58845.01208982151
2024-07-03 06:00:00+00:00,56442.57421875,59077.80304116616
2024-07-03 07:00:00+00:00,56589.13671875,59379.1037923675
2024-07-03 08:00:00+00:00,56561.66796875,59751.49681123393
2024-07-03 09:00:00+00:00,56723.9921875,60094.213085199706
2024-07-03 10:00:00+00:00,56793.5,60448.5963724968
2024-07-03 11:00:00+00:00,56747.2265625,60720.121702565346
2024-07-03 12:00:00+00:00,56740.375,60803.62026378233
2024-07-03 13:00:00+00:00,56966.72265625,60840.31040869141
2024-07-03 14:00:00+00:00,57074.30078125,60978.02074202988
2024-07-03 15:00:00+00:00,57321.34765625,61115.45140476385
2024-07-03 16:00:00+00:00,57833.93359375,61442.64648786001
2024-07-03 17:00:00+00:00,57950.546875,61823.621700522024
2024-07-03 18:00:00+00:00,57810.8046875,61872.61840739008
2024-07-03 19:00:00+00:00,57872.51171875,61550.05424736021
2024-07-03 20:00:00+00:00,58002.8828125,61113.414030794054
2024-07-03 21:00:00+00:00,57897.7265625,60739.37939824723
2024-07-03 22:00:00+00:00,58102.40234375,60370.95242516091
2024-07-03 23:00:00+00:00,58269.2578125,60263.698220652994
2024-07-04 00:00:00+00:00,57962.42578125,60264.32404959062
2024-07-04 01:00:00+00:00,58119.96875,60197.93341416353
2024-07-04 02:00:00+00:00,58347.78125,60299.59526194213
2024-07-04 03:00:00+00:00,57951.98046875,60487.67532651266
2024-07-04 04:00:00+00:00,57616.19921875,60571.810797955375
2024-07-04 05:00:00+00:00,57653.76171875,60805.57743033348
2024-07-04 06:00:00+00:00,57646.265625,61179.29809305072
2024-07-04 07:00:00+00:00,57360.0703125,61531.45298607834
2024-07-04 08:00:00+00:00,57622.578125,61895.19204661669
2024-07-04 09:00:00+00:00,57711.875,62539.46024764748
2024-07-04 10:00:00+00:00,57517.89453125,63187.42484978121
2024-07-04 11:00:00+00:00,57452.21484375,63794.51374618523
2024-07-04 12:00:00+00:00,57324.41796875,64428.20406620111
2024-07-04 13:00:00+00:00,56855.37109375,64886.503979565576
2024-07-04 14:00:00+00:00,56763.92578125,65073.6141675869
2024-07-04 15:00:00+00:00,56847.10546875,65302.9630597746
2024-07-04 16:00:00+00:00,57052.79296875,65505.02876529191
2024-07-04 17:00:00+00:00,57207.57421875,65809.15418959875
2024-07-04 18:00:00+00:00,57164.6953125,66081.98711166345
2024-07-04 19:00:00+00:00,57139.99609375,66098.21433888935
2024-07-04 20:00:00+00:00,57286.76171875,65940.67852577381
2024-07-04 21:00:00+00:00,56584.56640625,65812.54611911904
2024-07-04 22:00:00+00:00,56420.73828125,65449.48512787651
2024-07-04 23:00:00+00:00,55938.9765625,65317.01202236768
2024-07-05 00:00:00+00:00,55236.2734375,65256.818465392105
2024-07-05 01:00:00+00:00,54917.9609375,65301.901366838254
2024-07-05 02:00:00+00:00,55406.4140625,65386.99193977937
2024-07-05 03:00:00+00:00,55173.7265625,65643.18498855643
2024-07-05 04:00:00+00:00,55520.46875,65407.66223585419
2024-07-05 05:00:00+00:00,55526.7265625,65329.36079875752
2024-07-05 06:00:00+00:00,55624.515625,65187.55619330518
2024-07-05 07:00:00+00:00,55861.8828125,65128.37578267045
2024-07-05 08:00:00+00:00,57704.4296875,65171.64240822848
2024-07-05 09:00:00+00:00,57459.3203125,65801.30758226104
2024-07-05 10:00:00+00:00,56758.93359375,65560.12704046164
2024-07-05 11:00:00+00:00,57087.4765625,65031.6899609305
2024-07-05 12:00:00+00:00,57160.5703125,65001.51825182792
