timestamp,close
2024-04-21 04:00:00+00:00,65110.81640625
2024-04-21 05:00:00+00:00,65078.2109375
2024-04-21 06:00:00+00:00,65107.3046875
2024-04-21 07:00:00+00:00,65176.94140625
2024-04-21 08:00:00+00:00,64970.39453125
2024-04-21 09:00:00+00:00,64918.30078125
2024-04-21 10:00:00+00:00,64980.375
2024-04-21 11:00:00+00:00,65269.921875
2024-04-21 12:00:00+00:00,65062.74609375
2024-04-21 13:00:00+00:00,64874.88671875
2024-04-21 14:00:00+00:00,64911.41015625
2024-04-21 15:00:00+00:00,65053.94140625
2024-04-21 16:00:00+00:00,64592.9609375
2024-04-21 17:00:00+00:00,64842.08203125
2024-04-21 18:00:00+00:00,64774.31640625
2024-04-21 19:00:00+00:00,64635.48046875
2024-04-21 20:00:00+00:00,64665.1640625
2024-04-21 21:00:00+00:00,64773.38671875
2024-04-21 22:00:00+00:00,65056.2265625
2024-04-21 23:00:00+00:00,64939.44921875
2024-04-22 00:00:00+00:00,64927.078125
2024-04-22 01:00:00+00:00,64746.44921875
2024-04-22 02:00:00+00:00,64805.17578125
2024-04-22 03:00:00+00:00,65776.7734375
2024-04-22 04:00:00+00:00,65752.7109375
2024-04-22 05:00:00+00:00,66433.0546875
2024-04-22 06:00:00+00:00,66356.5703125
2024-04-22 07:00:00+00:00,66059.3359375
2024-04-22 08:00:00+00:00,66008.0
2024-04-22 09:00:00+00:00,65917.9375
2024-04-22 10:00:00+00:00,66073.3125
2024-04-22 11:00:00+00:00,65903.921875
2024-04-22 12:00:00+00:00,66001.0234375
2024-04-22 13:00:00+00:00,66214.671875
2024-04-22 14:00:00+00:00,66065.015625
2024-04-22 15:00:00+00:00,66020.9765625
2024-04-22 16:00:00+00:00,66167.34375
2024-04-22 17:00:00+00:00,66612.0625
2024-04-22 18:00:00+00:00,66386.578125
2024-04-22 19:00:00+00:00,66531.9921875
2024-04-22 20:00:00+00:00,66510.1328125
2024-04-22 21:00:00+00:00,66539.6015625
2024-04-22 22:00:00+00:00,67073.3828125
