Date,price,Predictions
2024-05-03 00:00:00,2988.5486490452654,3103.1651240044994
2024-05-04 00:00:00,3102.1512923656555,3093.689014663496
2024-05-05 00:00:00,3115.0233215730136,3088.8424480069953
2024-05-06 00:00:00,3136.57511039041,3084.8905577667206
2024-05-07 00:00:00,3064.5913995603364,3083.6624165417456
2024-05-08 00:00:00,3015.1597696166846,3077.232194095146
2024-05-09 00:00:00,2975.72696606529,3064.4110158913822
2024-05-10 00:00:00,3038.3447046668207,3047.866298348987
2024-05-11 00:00:00,2910.684500017475,3034.148782445983
2024-05-12 00:00:00,2908.9827849031903,3014.0057258939655
2024-05-13 00:00:00,2931.3106669139133,2988.220952224369
2024-05-14 00:00:00,2948.3034552659406,2962.6473125233547
2024-05-15 00:00:00,2881.7959916152945,2941.003815357697
2024-05-16 00:00:00,3035.758955126304,2922.861094580986
2024-05-17 00:00:00,2943.5851283842208,2920.6855689605036
2024-05-18 00:00:00,3095.9968442929658,2920.0536773120416
2024-05-19 00:00:00,3120.5493782541066,2928.99636377963
2024-05-20 00:00:00,3071.324418093757,2944.3890570642648
2024-05-21 00:00:00,3656.390090299324,2958.4336946954163
2024-05-22 00:00:00,3792.486220211773,3014.4350920403754
2024-05-23 00:00:00,3741.897740560911,3100.5964784124717
2024-05-24 00:00:00,3766.398091341944,3196.6202979393297
2024-05-25 00:00:00,3727.065981583209,3292.265495964588
2024-05-26 00:00:00,3750.077159389676,3383.965297855901
2024-05-27 00:00:00,3825.277957577714,3468.722144952018
2024-05-28 00:00:00,3893.3921058941055,3548.457537597915
2024-05-29 00:00:00,3840.68886040005,3624.106023002169
2024-05-30 00:00:00,3765.3025567780796,3691.1671854782303
2024-05-31 00:00:00,3748.6391523334596,3737.87974538565
2024-06-01 00:00:00,3761.0692456476336,3773.56999454266
2024-06-02 00:00:00,3813.452441559934,3795.4114864385124
2024-06-03 00:00:00,3780.7119847349145,3811.721056921477
2024-06-04 00:00:00,3766.6376499412618,3822.8774785188834
2024-06-05 00:00:00,3814.932030146498,3812.162505126175
2024-06-06 00:00:00,3871.0820906216727,3792.989788880412
2024-06-07 00:00:00,3812.701856549199,3775.2616337287077
2024-06-08 00:00:00,3679.3766523741783,3754.5108496448042
2024-06-09 00:00:00,3683.0253801346485,3725.7200598731542
2024-06-10 00:00:00,3705.8998844045504,3694.306859350095
2024-06-11 00:00:00,3666.8276647258203,3663.3144165069148
2024-06-12 00:00:00,3498.5559542215797,3630.6344121723587
2024-06-13 00:00:00,3559.4475336257624,3589.273146906421
2024-06-14 00:00:00,3465.316584199481,3551.8149905704204
2024-06-15 00:00:00,3478.7748349889234,3512.384589244633
2024-06-16 00:00:00,3565.1232591862595,3475.2606528460237
2024-06-17 00:00:00,3618.508652976102,3446.6858298662714
2024-06-18 00:00:00,3510.3586935289036,3429.3181731287355
2024-06-19 00:00:00,3480.4713384276088,3412.3821479235376
2024-06-20 00:00:00,3555.9658395535403,3394.1497178640384
2024-06-21 00:00:00,3511.28482815368,3380.6286864339427
2024-06-22 00:00:00,3516.88098000528,3368.8933832188127
2024-06-23 00:00:00,3494.7985621731755,3362.402448429316
2024-06-24 00:00:00,3417.7971372978254,3357.295060339523
2024-06-25 00:00:00,3357.1006400727606,3347.5410636578954
2024-06-26 00:00:00,3395.304687339692,3332.592990118259
2024-06-27 00:00:00,3365.9446697083863,3322.2247717984155
2024-06-28 00:00:00,3442.910158110125,3310.6670748401193
2024-06-29 00:00:00,3374.6051303067916,3307.486170944347
2024-06-30 00:00:00,3371.278227967461,3303.360601116183
2024-07-01 00:00:00,3435.3183276337395,3296.846106313024
2024-07-02 00:00:00,3438.009078999906,3293.058985142652
2024-07-03 00:00:00,3417.8984255478363,3293.7639732437565
2024-07-04 00:00:00,3295.808464429979,3295.8949462743017
2024-07-05 00:00:00,3069.0434008340803,3288.0047581093263
2024-07-06 00:00:00,2984.398102498264,3260.6295324918433
2024-07-07 00:00:00,3066.247437954064,3217.8076974046157
2024-07-08 00:00:00,2928.6012310061665,3175.011989768436
2024-07-09 00:00:00,3016.0833537946064,3126.346214113033
2024-07-09 03:53:33,3066.045817555225,3085.112716613491
